id,S_ime,W_time,R_time,Processors,type,Max_resource,Min_resource
118,16511,0,28,32,1,32,32
119,16539,0,230,32,1,32,32
120,17064,17,5106,32,1,32,32
121,17099,14,73,32,1,32,32
122,17365,21,414,32,1,32,32
123,17432,7,2628,32,1,32,32
124,17616,16,364,64,1,64,64
125,18298,17,1235,256,1,256,256
126,18597,9,22,32,1,32,32
127,18664,5,113,32,1,32,32
128,18864,7,34,32,1,32,32
129,18918,5,25,32,1,32,32
130,19128,425,9104,256,1,256,256
131,19186,7,3938,64,1,64,64
132,19354,5,49,32,1,32,32
133,19395,3,2211,128,1,128,128
134,19533,8,41,32,1,32,32
135,19746,5,25,32,1,32,32
136,19813,5,129,64,1,64,64
137,19875,11,12513,512,1,512,512
138,20141,19,35,32,1,32,32
139,20380,6,26,32,1,32,32
140,20500,5,46,64,1,64,64
141,20774,13,31,32,1,32,32
142,20907,5,59,32,1,32,32
143,21561,23,968,128,1,128,128
144,21590,13,68,32,1,32,32
145,21725,11,478,32,1,32,32
146,22007,6653,713,256,1,256,256
147,22262,6,31,32,1,32,32
148,22374,9,1370,32,1,32,32
149,22467,6,77,32,1,32,32
150,22478,5,67,32,1,32,32
151,22623,10,49,32,1,32,32
152,22799,5,1427,128,1,128,128
153,22848,4,10,32,1,32,32
154,22868,7,25,32,1,32,32
155,22949,5,1023,32,1,32,32
156,23020,6,49,64,1,64,64
157,23181,6,8460,128,1,128,128
158,23290,4,72,64,1,64,64
159,23603,5,131,64,1,64,64
160,23793,4,61,128,1,128,128
161,23804,3,114,128,1,128,128
162,23811,5,24,32,1,32,32
163,23919,6,297,32,1,32,32
164,24009,7,28,64,1,64,64
165,24021,5,123,32,1,32,32
166,24127,4,7500,128,1,128,128
167,24261,3,25,64,1,64,64
168,24266,5,1015,32,1,32,32
169,24281,4,45,32,1,32,32
170,24447,7,3617,32,1,32,32
171,24557,6,659,32,1,32,32
172,24587,6,27,64,1,64,64
173,24598,3,76,128,1,128,128
174,24999,4,95,128,1,128,128
175,25040,60,30,64,1,64,64
176,25055,0,114,32,1,32,32
177,25122,6527,347,128,1,128,128
178,25222,0,59,32,1,32,32
179,25279,4,847,64,1,64,64
180,25425,6,35,32,1,32,32
181,25428,0,250,32,1,32,32
182,25576,6402,174,128,1,128,128
183,25581,6,28,32,1,32,32
184,25644,7,119,32,1,32,32
185,25747,4,77,32,1,32,32
186,25890,0,58,32,1,32,32
187,26266,9,111,32,1,32,32
188,26644,6,35,32,1,32,32
189,26659,10,65,32,1,32,32
190,26844,7,27,32,1,32,32
191,26878,0,413,32,1,32,32
192,27093,6,26,32,1,32,32
193,27230,0,61,32,1,32,32
194,27291,0,779,32,1,32,32
195,27305,7,40,32,1,32,32
196,27383,5,25,32,1,32,32
197,27556,5,38,32,1,32,32
198,27621,6,442,32,1,32,32
199,27641,9,23,32,1,32,32
200,27647,0,25,32,1,32,32
201,27728,6,2649,32,1,32,32
202,28008,7,54,32,1,32,32
203,28182,5,4125,32,1,32,32
204,28227,4,5186,32,1,32,32
205,28504,5,302,32,1,32,32
206,28951,6,83,32,1,32,32
207,29052,5,462,32,1,32,32
208,29066,8,50,32,1,32,32
209,29084,292,5101,256,1,256,256
210,29321,62,38,32,1,32,32
211,29509,4,10416,64,1,64,64
212,29574,5,37,32,1,32,32
213,29819,10,43,32,1,32,32
214,29893,11,663,32,1,32,32
215,30046,1573,337,128,1,128,128
216,30054,17,513,32,1,32,32
217,30157,9,5253,64,1,64,64
218,30214,10,64,32,1,32,32
219,30403,9,57,32,1,32,32
220,30416,11,1788,32,1,32,32
221,30459,13,94,32,1,32,32
222,30504,10,1509,32,1,32,32
223,30587,10,190,32,1,32,32
224,30651,10,621,32,1,32,32
225,30827,11,33,32,1,32,32
226,30880,10,30,32,1,32,32
227,30939,10,1047,32,1,32,32
228,31404,11,6472,64,1,64,64
229,32108,5,132,32,1,32,32
230,32227,13,7876,128,1,128,128
231,32274,5,33,32,1,32,32
232,32299,5,2020,32,1,32,32
233,32343,17,1649,32,1,32,32
234,32503,13,5207,32,1,32,32
235,32694,27,5002,32,1,32,32
236,32740,3,5768,32,1,32,32
237,32926,7,178,512,1,512,512
238,33148,4,9095,128,1,128,128
239,33164,5,869,512,1,512,512
240,33268,0,40,512,1,512,512
241,33309,6,4573,32,1,32,32
242,33427,5,1197,32,1,32,32
243,33811,7,8507,64,1,64,64
244,34047,4,578,512,1,512,512
245,34321,159,1274,256,1,256,256
246,34405,5,5023,32,1,32,32
247,34700,12,525,32,1,32,32
248,35131,16,2139,64,1,64,64
249,35479,0,61,32,1,32,32
250,35741,9,336,32,1,32,32
251,35968,10,8323,128,1,128,128
252,36364,4,279,256,1,256,256
253,37877,5,624,32,1,32,32
254,37943,4,77,32,1,32,32
255,38477,6,106,32,1,32,32
256,38487,4,102,32,1,32,32
257,38717,4,68,32,1,32,32
258,38960,7,992,32,1,32,32
259,39176,4,73,32,1,32,32
260,39647,5,2354,32,1,32,32
261,40112,7,69,32,1,32,32
262,40287,5,67,32,1,32,32
263,40393,4,9678,32,1,32,32
264,42251,7,4008,32,1,32,32
265,43341,5,1704,32,1,32,32
266,43946,5,20,512,1,512,512
267,44047,4,128,512,1,512,512
268,44303,0,14199,128,1,128,128
269,45065,3,296,32,1,32,32
270,45370,3,79,32,1,32,32
271,45488,3,19,32,1,32,32
272,45518,35,1696,32,1,32,32
273,45702,3,133,512,1,512,512
274,47488,4,3908,64,1,64,64
275,47887,4,4039,32,1,32,32
276,48382,4,145,512,1,512,512
277,48913,4,151,512,1,512,512
278,49517,4,169,512,1,512,512
279,50349,3,31,32,1,32,32
280,50785,4,74,32,1,32,32
281,51022,3,72,32,1,32,32
282,51610,5,1137,256,1,256,256
283,51791,3,66,32,1,32,32
284,51977,3,91,32,1,32,32
285,52487,267,3393,256,1,256,256
286,53631,32770,4206,128,1,128,128
287,54586,3,950,64,1,64,64
288,58433,71559,14160,128,1,128,128
289,87154,4,521,256,1,256,256
290,87275,4,67,512,1,512,512
291,87375,306,1456,256,1,256,256
292,87661,30,28,128,1,128,128
293,88149,5,53,512,1,512,512
294,88189,20,242,512,1,512,512
295,89147,8,2239,512,1,512,512
296,89581,1816,181,512,1,512,512
297,89606,3,4185,64,1,64,64
298,89617,4,626,64,1,64,64
299,89623,8,5722,32,1,32,32
300,89643,5,5108,32,1,32,32
301,89661,4,4946,32,1,32,32
302,89712,3,4492,128,1,128,128
303,90723,4,1151,64,1,64,64
304,90821,7,47,32,1,32,32
305,90834,7,32,32,1,32,32
306,90946,7,39,32,1,32,32
307,91037,13,33,64,1,64,64
308,91173,4,38,64,1,64,64
309,91298,8,43,64,1,64,64
310,91390,18,148,32,1,32,32
311,91546,0,20,512,1,512,512
312,91909,7,365,64,1,64,64
313,91920,5,22,32,1,32,32
314,92031,4,432,64,1,64,64
315,92324,3,2115,128,1,128,128
316,92391,3,440,64,1,64,64
317,92597,5,4324,64,1,64,64
318,92652,51502,18729,128,1,128,128
319,92957,6,27,64,1,64,64
320,92992,3,6387,64,1,64,64
321,93033,3,495,256,1,256,256
322,93423,5,21,32,1,32,32
323,93540,5,22,32,1,32,32
324,93551,6,184,32,1,32,32
325,93573,5,333,32,1,32,32
326,93692,3,64,32,1,32,32
327,93729,4,25,64,1,64,64
328,93751,5,387,32,1,32,32
329,93761,3,960,64,1,64,64
330,93785,11,331,64,1,64,64
331,93830,5,1171,128,1,128,128
332,93899,5,1834,64,1,64,64
333,94150,4,623,256,1,256,256
334,94173,3,6096,128,1,128,128
335,94204,6,27,32,1,32,32
336,94511,11,363,32,1,32,32
337,94552,5,33,32,1,32,32
338,94606,9,7523,32,1,32,32
339,94738,6,891,32,1,32,32
340,94771,4,3870,32,1,32,32
341,94780,4,3860,32,1,32,32
342,94790,4,4879,128,1,128,128
343,95228,7,8444,128,1,128,128
344,95320,5,3330,32,1,32,32
345,95347,8,365,32,1,32,32
346,95370,5,374,32,1,32,32
347,95504,4,5971,32,1,32,32
348,95643,80,26,32,1,32,32
349,95741,4,1462,32,1,32,32
350,95746,5,6558,128,1,128,128
351,96049,5,553,32,1,32,32
352,96551,6,15130,256,1,256,256
353,96711,8,4446,32,1,32,32
354,96853,3,1175,64,1,64,64
355,96991,1656,48,32,1,32,32
356,97049,7,2014,32,1,32,32
357,97857,3,19,32,1,32,32
358,97979,4,57,32,1,32,32
359,98042,4,142,32,1,32,32
360,98691,7,110,32,1,32,32
361,98715,3,244,32,1,32,32
362,98756,3,175,32,1,32,32
363,98788,70,4492,32,1,32,32
364,99002,7,74,32,1,32,32
365,99440,6,58,32,1,32,32
366,99489,5,390,32,1,32,32
367,99592,5,33,32,1,32,32
368,99714,6,144,32,1,32,32
369,99723,5,43,32,1,32,32
370,99774,6,86,32,1,32,32
371,99857,5,21,32,1,32,32
372,99941,9,28,32,1,32,32
373,100062,13,41,64,1,64,64
374,100181,10,618,32,1,32,32
375,100203,3,5067,128,1,128,128
376,100339,10,992,32,1,32,32
377,100364,3,175,64,1,64,64
378,100376,4,296,128,1,128,128
379,100560,5,181,32,1,32,32
380,100585,5,162,32,1,32,32
381,100798,6,155,32,1,32,32
382,100963,6,86,32,1,32,32
383,101071,3,7166,128,1,128,128
384,101085,5,562,32,1,32,32
385,101098,3,219,512,1,512,512
386,101461,13,267,32,1,32,32
387,101480,5,4621,32,1,32,32
388,101599,7,137,32,1,32,32
389,101644,4,185,64,1,64,64
390,102032,12,1893,32,1,32,32
391,102130,6,218,32,1,32,32
392,102171,5,179,32,1,32,32
393,102474,9215,3644,256,1,256,256
394,102750,5,23,32,1,32,32
395,102764,5,5581,64,1,64,64
396,102847,16,228,32,1,32,32
397,102994,5,91,32,1,32,32
398,103369,6,56,32,1,32,32
399,103390,3,4979,64,1,64,64
400,103771,6,4773,32,1,32,32
401,103841,5,30,32,1,32,32
402,103965,4,5963,32,1,32,32
403,104001,6,954,64,1,64,64
404,104017,3,154,512,1,512,512
405,104114,5,51,32,1,32,32
406,104314,18,28,32,1,32,32
407,104338,10,1152,32,1,32,32
408,104423,5,25,32,1,32,32
409,104521,5,239,32,1,32,32
410,104529,4,231,32,1,32,32
411,104588,5,319,32,1,32,32
412,104753,5,950,32,1,32,32
413,105156,13,31,32,1,32,32
414,105203,3,3931,128,1,128,128
415,105259,18,984,32,1,32,32
416,105282,5,67,32,1,32,32
417,105363,5,2077,32,1,32,32
418,105371,3,545,128,1,128,128
419,106377,7,555,128,1,128,128
420,106899,25,54,32,1,32,32
421,107026,10,42,32,1,32,32
422,107164,5,346,32,1,32,32
423,107461,9,52,32,1,32,32
424,107524,4,338,128,1,128,128
425,107621,6,360,32,1,32,32
426,108170,14,34,32,1,32,32
427,108226,5,202,32,1,32,32
428,108272,5,2693,32,1,32,32
429,108530,15,3392,32,1,32,32
430,108572,4,55,32,1,32,32
431,108712,5,5827,32,1,32,32
432,108754,3,475,128,1,128,128
433,108847,6,4126,32,1,32,32
434,108949,6,1804,32,1,32,32
435,109068,4,5674,128,1,128,128
436,109401,7,52,32,1,32,32
437,109644,4,6464,128,1,128,128
438,109809,7,1789,32,1,32,32
439,109930,5,762,32,1,32,32
440,109939,3,7964,32,1,32,32
441,110493,17,4117,32,1,32,32
442,110951,22,1750,32,1,32,32
443,111422,301,604,32,1,32,32
444,111666,65,284,32,1,32,32
445,111674,238,1149,32,1,32,32
446,111734,3,414,128,1,128,128
447,111957,51,3920,32,1,32,32
448,112011,6,5897,32,1,32,32
449,112020,3,32,32,1,32,32
450,112025,33,105,32,1,32,32
451,112158,8,914,32,1,32,32
452,112169,3,971,128,1,128,128
453,112736,6,421,32,1,32,32
454,112746,3,936,64,1,64,64
455,113100,7,4986,32,1,32,32
456,113366,3,86,32,1,32,32
457,113412,38,305,128,1,128,128
458,113608,79,1440,512,1,512,512
459,113765,6,5611,64,1,64,64
460,113922,1209,187,512,1,512,512
461,113999,5,2062,32,1,32,32
462,114111,6,115,32,1,32,32
463,114197,5,93,32,1,32,32
464,114387,10,2273,32,1,32,32
465,114410,4,6205,128,1,128,128
466,114527,8,1989,32,1,32,32
467,114656,12,180,32,1,32,32
468,114678,3,2378,128,1,128,128
469,114810,6,47,32,1,32,32
470,115299,4,2807,128,1,128,128
471,115318,0,42,128,1,128,128
472,115410,4,146,32,1,32,32
473,115478,4,415,256,1,256,256
474,115612,3,6816,128,1,128,128
475,115619,4,8014,128,1,128,128
476,115850,5,72,32,1,32,32
477,115868,4,11955,512,1,512,512
478,116031,7,376,32,1,32,32
479,116109,9,961,32,1,32,32
480,116314,4,26,64,1,64,64
481,116351,4,3289,32,1,32,32
482,116362,13250,376,128,1,128,128
483,116462,8,49,32,1,32,32
484,116554,6,21,32,1,32,32
485,116909,8,5909,32,1,32,32
486,117004,3,4992,64,1,64,64
487,117072,3,3535,64,1,64,64
488,117234,5,2607,32,1,32,32
489,117717,9,28,32,1,32,32
490,117896,7,45,32,1,32,32
491,117907,11,7592,32,1,32,32
492,117985,6,175,32,1,32,32
493,118148,5,4674,32,1,32,32
494,118202,5,64,32,1,32,32
495,118256,5,2406,32,1,32,32
496,118291,15,22,32,1,32,32
497,118660,10,35,64,1,64,64
498,118845,6,78,32,1,32,32
499,118943,6,7818,32,1,32,32
500,119231,4,670,256,1,256,256
501,119293,7,3955,32,1,32,32
502,119434,17,119,32,1,32,32
503,119546,14,8408,32,1,32,32
504,119623,7,2300,32,1,32,32
505,119646,51,354,32,1,32,32
506,119737,5,200,32,1,32,32
507,119813,94,4881,256,1,256,256
508,119836,15518,3785,256,1,256,256
509,119848,13,34,64,1,64,64
510,119975,5,1227,32,1,32,32
511,120105,5,5511,64,1,64,64
512,120603,66,67,32,1,32,32
513,120626,6,894,32,1,32,32
514,120730,9,35,32,1,32,32
515,120801,9,722,32,1,32,32
516,120893,4,86,32,1,32,32
517,120944,35,36,64,1,64,64
518,121130,8,172,32,1,32,32
519,121407,5,77,32,1,32,32
520,121545,6,839,32,1,32,32
521,122081,9,175,64,1,64,64
522,122890,12,1319,32,1,32,32
523,123222,5,4583,64,1,64,64
524,123893,12,2369,32,1,32,32
525,124208,9,327,32,1,32,32
526,124226,6,251,32,1,32,32
527,124293,4,154,32,1,32,32
528,125513,12,5329,32,1,32,32
529,125606,5,121,32,1,32,32
530,125893,6,1950,32,1,32,32
531,125919,137,670,32,1,32,32
532,126200,14,179,32,1,32,32
533,126412,8,4647,64,1,64,64
534,126759,5,1011,32,1,32,32
535,127818,14,7519,256,1,256,256
536,129332,9,49,32,1,32,32
537,129633,3,544,64,1,64,64
538,130205,3,129,64,1,64,64
539,130228,4,10180,32,1,32,32
540,130360,4,1251,64,1,64,64
541,130856,4,6331,32,1,32,32
542,131234,3,7216,64,1,64,64
543,132168,7,5617,64,1,64,64
544,134215,5,2188,32,1,32,32
545,135348,15,13626,512,1,512,512
546,137193,3222,4182,32,1,32,32
547,140421,14,6368,64,1,64,64
548,140872,3,3453,64,1,64,64
549,144148,160758,407,128,1,128,128
550,144334,4,992,64,1,64,64
551,144600,9,4148,32,1,32,32
552,146663,9,3443,64,1,64,64
553,148165,6,2095,64,1,64,64
554,148759,4,4181,32,1,32,32
555,148986,8,7499,256,1,256,256
556,150190,33470,3984,128,1,128,128
557,150526,33142,12707,128,1,128,128
558,152946,5,2870,32,1,32,32
559,155823,9,69,32,1,32,32
560,155903,4,66,32,1,32,32
561,155975,4,65,32,1,32,32
562,156046,4,65,32,1,32,32
563,156117,4,65,32,1,32,32
564,156188,4,64,32,1,32,32
565,156258,3,65,32,1,32,32
566,156328,3,66,32,1,32,32
567,156399,3,69,32,1,32,32
568,156473,4,71,32,1,32,32
569,156489,7,11843,512,1,512,512
570,156551,4,65,32,1,32,32
571,156622,4,67,32,1,32,32
572,156695,4,68,32,1,32,32
573,156769,3,70,32,1,32,32
574,157743,5,81,32,1,32,32
575,157831,3,68,32,1,32,32
576,157904,4,67,32,1,32,32
577,157977,3,66,32,1,32,32
578,158048,4,65,32,1,32,32
579,158119,4,64,32,1,32,32
580,158189,3,67,32,1,32,32
581,158261,4,66,32,1,32,32
582,158333,5,66,32,1,32,32
583,158406,3,65,32,1,32,32
584,158476,4,66,32,1,32,32
585,158548,4,66,32,1,32,32
586,158621,4,66,32,1,32,32
587,158693,3,64,32,1,32,32
588,158762,4,63,32,1,32,32
589,158831,5,64,32,1,32,32
590,158902,4,67,32,1,32,32
591,158974,4,66,32,1,32,32
592,159046,4,70,32,1,32,32
593,159122,4,66,32,1,32,32
594,159194,5,65,32,1,32,32
595,159271,6,78,32,1,32,32
596,159357,5,70,32,1,32,32
597,159434,5,68,32,1,32,32
598,160420,5,87,32,1,32,32
599,160514,5,66,32,1,32,32
600,160587,4,67,32,1,32,32
601,160660,5,72,32,1,32,32
602,161638,4,81,32,1,32,32
603,161725,4,66,32,1,32,32
604,161797,3,65,32,1,32,32
605,161867,3,67,32,1,32,32
606,161939,4,65,32,1,32,32
607,162010,3,65,32,1,32,32
608,162080,3,64,32,1,32,32
609,162149,4,66,32,1,32,32
610,162221,4,68,32,1,32,32
611,162295,4,65,32,1,32,32
612,162366,3,65,32,1,32,32
613,162438,4,64,32,1,32,32
614,162509,3,66,32,1,32,32
615,162580,4,71,32,1,32,32
616,162657,3,68,32,1,32,32
617,162730,3,66,32,1,32,32
618,162801,3,66,32,1,32,32
619,162872,3,68,32,1,32,32
620,162945,4,67,32,1,32,32
621,163017,4,65,32,1,32,32
622,163088,4,66,32,1,32,32
623,163160,4,65,32,1,32,32
624,163231,3,67,32,1,32,32
625,163303,4,68,32,1,32,32
626,163377,4,65,32,1,32,32
627,163448,3,65,32,1,32,32
628,163518,4,66,32,1,32,32
629,163590,4,70,32,1,32,32
630,163666,4,72,32,1,32,32
631,163744,5,65,32,1,32,32
632,163815,4,65,32,1,32,32
633,163886,5,65,32,1,32,32
634,163958,4,66,32,1,32,32
635,164030,4,67,32,1,32,32
636,164103,4,64,32,1,32,32
637,164173,4,66,32,1,32,32
638,164245,4,66,32,1,32,32
639,164317,4,67,32,1,32,32
640,164390,4,67,32,1,32,32
641,164463,4,66,32,1,32,32
642,164535,4,65,32,1,32,32
643,164606,4,65,32,1,32,32
644,170319,0,2120,512,1,512,512
645,170319,0,3053,512,1,512,512
646,170319,0,3295,512,1,512,512
647,170319,0,12248,512,1,512,512
648,170380,0,2119,256,1,256,256
649,170380,0,3052,256,1,256,256
650,170380,0,3233,256,1,256,256
651,170380,0,12127,256,1,256,256
652,170498,0,2063,64,1,64,64
653,170498,0,2997,64,1,64,64
654,170498,0,3235,64,1,64,64
655,170498,0,11948,64,1,64,64
656,170499,0,2062,32,1,32,32
657,170499,0,2996,32,1,32,32
658,170499,0,3174,32,1,32,32
659,170499,0,11616,32,1,32,32
660,170559,0,2059,32,1,32,32
661,170559,0,2993,32,1,32,32
662,170559,0,3174,32,1,32,32
663,170559,0,11435,32,1,32,32
664,170619,0,61,128,1,128,128
665,170798,0,6841,128,1,128,128
666,170859,0,59,128,1,128,128
667,171038,0,2694,128,1,128,128
668,171038,0,4274,128,1,128,128
669,171038,0,4969,128,1,128,128
670,171038,0,11244,128,1,128,128
671,171100,12710,394,512,1,512,512
672,171436,0,181,128,1,128,128
673,172873,0,178,128,1,128,128
674,173552,0,60,256,1,256,256
675,173552,0,61,512,1,512,512
676,173612,0,61,64,1,64,64
677,174126,0,143,128,1,128,128
678,174129,0,80,64,1,64,64
679,174269,0,60,256,1,256,256
680,174451,0,8431,64,1,64,64
681,174504,0,120,128,1,128,128
682,174744,0,3960,512,1,512,512
683,174805,0,4019,256,1,256,256
684,174924,0,4575,128,1,128,128
685,174924,0,4869,128,1,128,128
686,174924,0,7358,128,1,128,128
687,174925,0,3216,64,1,64,64
688,174925,0,3277,128,1,128,128
689,174925,0,4927,64,1,64,64
690,174925,0,5181,64,1,64,64
691,174925,0,7237,64,1,64,64
692,175044,0,2653,512,1,512,512
693,175044,0,6741,512,1,512,512
694,175045,0,3962,512,1,512,512
695,175045,0,4164,512,1,512,512
696,175107,0,2589,256,1,256,256
697,175107,0,3838,256,1,256,256
698,175107,0,4077,256,1,256,256
699,175107,0,7400,256,1,256,256
700,175133,0,2079,32,1,32,32
701,175133,0,3069,32,1,32,32
702,175133,0,6861,32,1,32,32
703,175193,0,2563,32,1,32,32
704,175193,0,3814,32,1,32,32
705,175193,0,4067,32,1,32,32
706,175193,0,6863,32,1,32,32
707,175312,0,181,128,1,128,128
708,176720,0,193,128,1,128,128
709,176777,0,136,64,1,64,64
710,178011,5764,12795,32,1,32,32
711,178140,0,1,32,1,32,32
712,178142,5654,12871,32,1,32,32
713,178824,0,121,128,1,128,128
714,179199,4588,29,64,1,64,64
715,180969,0,62,128,1,128,128
716,183670,134,12766,32,1,32,32
717,183823,106,1040,32,1,32,32
718,183938,7,98,32,1,32,32
719,183998,23,3428,128,1,128,128
720,184044,5,12520,32,1,32,32
721,184348,12,44,32,1,32,32
722,184449,4,18,64,1,64,64
723,184478,4,35,32,1,32,32
724,184502,4,2205,256,1,256,256
725,184518,3,11929,64,1,64,64
726,184532,6,52,32,1,32,32
727,184544,5,1297,32,1,32,32
728,184567,27,11856,64,1,64,64
729,184659,5,11785,64,1,64,64
730,184846,9,212,32,1,32,32
731,185305,7,140,32,1,32,32
732,185326,4,24,32,1,32,32
733,185522,7,11039,32,1,32,32
734,185621,213,10833,32,1,32,32
735,185840,8,48,32,1,32,32
736,185939,4,10723,32,1,32,32
737,185946,3,10425,128,1,128,128
738,186075,4,65,32,1,32,32
739,186113,3,268,512,1,512,512
740,186151,3,15,32,1,32,32
741,186163,3,10499,32,1,32,32
742,186504,0,59,128,1,128,128
743,186504,0,206,128,1,128,128
744,186563,0,77,128,1,128,128
745,186563,0,148,128,1,128,128
746,186640,0,69,128,1,128,128
747,186648,0,61,128,1,128,128
748,186709,0,54,128,1,128,128
749,187391,255,8728,128,1,128,128
750,187628,146,8599,128,1,128,128
751,188289,7808,12918,512,1,512,512
752,191966,4610,14,32,1,32,32
753,193392,3188,940,32,1,32,32
754,194894,1492,7877,128,1,128,128
755,196472,115,368,32,1,32,32
756,196503,5,3699,128,1,128,128
757,196606,3,286,32,1,32,32
758,196755,4,11,32,1,32,32
759,196762,4,6448,32,1,32,32
760,196801,3,2924,128,1,128,128
761,196842,5,2205,32,1,32,32
762,196956,16,11,32,1,32,32
763,197110,14,334,32,1,32,32
764,197313,28,4533,32,1,32,32
765,197346,5,10,32,1,32,32
766,197428,5,656,32,1,32,32
767,197528,6,22,32,1,32,32
768,197548,3,821,64,1,64,64
769,197609,5,12,32,1,32,32
770,197666,5,2132,32,1,32,32
771,197703,6,4962,32,1,32,32
772,197996,13,374,128,1,128,128
773,198113,5,9,32,1,32,32
774,198142,3,2966,128,1,128,128
775,198254,9,8,32,1,32,32
776,198326,3,216,64,1,64,64
777,198336,15,917,32,1,32,32
778,198353,5,1169,32,1,32,32
779,198469,106846,22099,128,1,128,128
780,198508,3,680,64,1,64,64
781,198591,7,15,32,1,32,32
782,198770,10,16,32,1,32,32
783,199010,22,34,32,1,32,32
784,199040,16,12,32,1,32,32
785,199234,37,269,32,1,32,32
786,199316,8,1449,32,1,32,32
787,199327,75,132,32,1,32,32
788,199336,6,56,64,1,64,64
789,199573,9,2566,32,1,32,32
790,199632,5,448,32,1,32,32
791,199758,5,28,32,1,32,32
792,199797,8,12,32,1,32,32
793,200129,6,45,32,1,32,32
794,200199,6,820,32,1,32,32
795,200271,5,12,32,1,32,32
796,200672,6,37,64,1,64,64
797,200704,5,10365,256,1,256,256
798,200713,4,124,32,1,32,32
799,200768,34803,141,512,1,512,512
800,201043,12,33,32,1,32,32
801,201470,31,254,32,1,32,32
802,201562,6,683,32,1,32,32
803,201605,4,15887,128,1,128,128
804,201620,6,177,64,1,64,64
805,201637,5,979,64,1,64,64
806,201659,5,21,32,1,32,32
807,201734,3,1493,64,1,64,64
808,201773,4,35,64,1,64,64
809,201798,7,1004,64,1,64,64
810,201961,9,110,32,1,32,32
811,202098,7,16,32,1,32,32
812,202108,4,3359,64,1,64,64
813,202241,3,3055,64,1,64,64
814,202263,4,1207,128,1,128,128
815,202566,12,35,32,1,32,32
816,202632,180,10440,128,1,128,128
817,202657,8,676,128,1,128,128
818,202795,5,16,32,1,32,32
819,202868,5,3462,32,1,32,32
820,203387,14,12,32,1,32,32
821,203575,6,56,32,1,32,32
822,203597,4,14,32,1,32,32
823,203801,5,12958,128,1,128,128
824,203868,5,44,32,1,32,32
825,203891,8,22,32,1,32,32
826,203990,7,4159,32,1,32,32
827,204093,5,11,32,1,32,32
828,204183,9,5084,32,1,32,32
829,204277,6,9455,128,1,128,128
830,204311,5,2045,32,1,32,32
831,204372,6,11,32,1,32,32
832,204445,6,361,32,1,32,32
833,204577,5,13730,128,1,128,128
834,204753,5,23,32,1,32,32
835,204902,6,20,32,1,32,32
836,205350,9,32,32,1,32,32
837,205375,5,964,64,1,64,64
838,205472,7,386,64,1,64,64
839,205615,6,26,32,1,32,32
840,205732,4,1676,64,1,64,64
841,205926,4,22,32,1,32,32
842,206004,3,1409,64,1,64,64
843,206213,8,43,32,1,32,32
844,206327,13,66,32,1,32,32
845,206390,4,30,32,1,32,32
846,206478,6,23,32,1,32,32
847,206544,11,2318,32,1,32,32
848,206670,8,41,32,1,32,32
849,206850,3,74,32,1,32,32
850,206918,4,27,32,1,32,32
851,206992,9,1451,64,1,64,64
852,207048,3,186,64,1,64,64
853,207062,5,544,32,1,32,32
854,207194,8,44,32,1,32,32
855,207252,4,100,32,1,32,32
856,207450,7,54,32,1,32,32
857,207655,3,66,32,1,32,32
858,207867,8,346,32,1,32,32
859,208005,156,35,32,1,32,32
860,208033,136,79,32,1,32,32
861,208176,4,743,64,1,64,64
862,208430,4,480,64,1,64,64
863,208488,6,31,32,1,32,32
864,208502,8,363,32,1,32,32
865,208523,11,2225,32,1,32,32
866,208681,6,51,32,1,32,32
867,208886,12,428,32,1,32,32
868,208934,8,4332,64,1,64,64
869,209011,8,14156,512,1,512,512
870,209263,7,4002,32,1,32,32
871,209416,10,30,32,1,32,32
872,209541,5,16,32,1,32,32
873,209967,4,27,32,1,32,32
874,209990,5,16,32,1,32,32
875,209999,5,65,32,1,32,32
876,210170,14,4790,32,1,32,32
877,210329,4,1062,32,1,32,32
878,210404,8,168,32,1,32,32
879,210825,22,495,32,1,32,32
880,210924,5,3671,32,1,32,32
881,211087,15,11286,256,1,256,256
882,211295,11883,12370,512,1,512,512
883,211377,5,80,32,1,32,32
884,211732,6,33,32,1,32,32
885,211864,5,52,32,1,32,32
886,212144,14,48,32,1,32,32
887,212290,5,30,32,1,32,32
888,212413,7,2834,32,1,32,32
889,212593,4,27,32,1,32,32
890,212765,3,878,64,1,64,64
891,213173,10,877,32,1,32,32
892,213440,4,27,32,1,32,32
893,213493,3,1924,64,1,64,64
894,213506,3,1921,64,1,64,64
895,213651,3,46,32,1,32,32
896,214053,4,31,32,1,32,32
897,214736,4,506,32,1,32,32
898,214935,7,30,32,1,32,32
899,214976,7,5023,32,1,32,32
900,215149,2351,41,128,1,128,128
901,215198,10,37,32,1,32,32
902,215307,4,2532,32,1,32,32
903,215831,5,828,32,1,32,32
904,216264,4,5658,64,1,64,64
905,216311,3,603,64,1,64,64
906,216530,9,6541,32,1,32,32
907,216841,6,996,32,1,32,32
908,217394,3,1723,64,1,64,64
909,217650,3,850,64,1,64,64
910,218013,3,17,32,1,32,32
911,218041,3,26,32,1,32,32
912,218580,4,3051,128,1,128,128
913,218692,3,1129,64,1,64,64
914,218715,3,32,32,1,32,32
915,219638,4,31,32,1,32,32
916,220157,5,30,32,1,32,32
917,220439,4,26,32,1,32,32
918,220909,8,4261,32,1,32,32
919,220977,4,33,32,1,32,32
920,221114,5,33,32,1,32,32
