S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource
32856945,2,8,32,74206,1,32,32
32857065,1,1311,64,74207,1,64,64
32857229,4,3043,64,74208,1,64,64
32857458,2,4503,32,74209,1,32,32
32857485,10638,4058,256,74210,1,256,256
32857658,2,207,32,74211,1,32,32
32857863,6,5560,32,74212,1,32,32
32858752,2,12,32,74213,1,32,32
32858831,1,709,128,74214,1,128,128
32859108,2,4177,32,74215,1,32,32
32859263,17725,11681,128,74216,1,128,128
32859270,29400,11488,128,74217,1,128,128
32859696,9,349,32,74218,1,32,32
32859727,2,808,64,74219,1,64,64
32859975,2,2008,64,74220,1,64,64
32860128,3,19,32,74221,1,32,32
32860296,2,560,64,74222,1,64,64
32860380,24,12,32,74223,1,32,32
32860639,2,3872,64,74224,1,64,64
32861009,1,2416,32,74225,1,32,32
32861060,498,15122,128,74226,1,128,128
32861077,2,1529,512,74227,1,512,512
32861290,16,68,128,74228,1,128,128
32861390,4,5332,128,74229,1,128,128
32861439,92,949,128,74230,1,128,128
32861475,60,71,128,74231,1,128,128
32861507,38,1087,128,74232,1,128,128
32861556,0,49,128,74233,1,128,128
32861906,20532,4632,256,74234,1,256,256
32861976,1,4431,32,74235,1,32,32
32862581,2,9542,128,74236,1,128,128
32862607,22,2552,512,74237,1,512,512
32862673,2,6,128,74238,1,128,128
32862756,4,1011,64,74239,1,64,64
32862872,3,2589,128,74240,1,128,128
32863286,3,12,32,74241,1,32,32
32864062,2,12,32,74242,1,32,32
32864291,2,10,32,74243,1,32,32
32864599,2,2033,64,74244,1,64,64
32864731,1,731,128,74245,1,128,128
32864851,2,7272,128,74246,1,128,128
32864976,226,10302,512,74247,1,512,512
32865029,1698,9932,128,74248,1,128,128
32865123,1,426,64,74249,1,64,64
32866160,697,4252,128,74250,1,128,128
32866452,2,32404,32,74251,1,32,32
32866943,4,3978,64,74252,1,64,64
32867947,188,176,32,74253,1,32,32
32868151,1,136,64,74254,1,64,64
32868172,2,19,32,74255,1,32,32
32868219,3,238,32,74256,1,32,32
32868273,3,94,64,74257,1,64,64
32868347,2,695,32,74258,1,32,32
32868354,2,12,32,74259,1,32,32
32868903,3,26,32,74260,1,32,32
32868919,3,85,64,74261,1,64,64
32869011,3,58,64,74262,1,64,64
32869068,2,37,64,74263,1,64,64
32869109,2,13,32,74264,1,32,32
32869142,2,45,64,74265,1,64,64
32869204,2,43,64,74266,1,64,64
32869280,2,42,64,74267,1,64,64
32869390,2,571,32,74268,1,32,32
32869531,3,441,32,74269,1,32,32
32869562,1550,5548,128,74270,1,128,128
32869924,2,3616,64,74271,1,64,64
32871941,2,1091,64,74272,1,64,64
32874917,1,1004,64,74273,1,64,64
32874998,1,566,64,74274,1,64,64
32875536,86103,21166,512,74275,1,512,512
32875796,1,714,32,74276,1,32,32
32875976,20774,21703,512,74277,1,512,512
32876061,1,21162,64,74278,1,64,64
32877758,1,13,32,74279,1,32,32
32878105,1,16,32,74280,1,32,32
32878280,3,13,32,74281,1,32,32
32878370,2,729,32,74282,1,32,32
32878483,1,30,32,74283,1,32,32
32878525,1,14,32,74284,1,32,32
32879357,2,15,32,74285,1,32,32
32879517,1,14,32,74286,1,32,32
32879636,1,715,32,74287,1,32,32
32880414,1,717,32,74288,1,32,32
32880425,0,42,32,74289,1,32,32
32880773,19410,3309,128,74290,1,128,128
32882073,14517,3581,256,74291,1,256,256
32882376,4695,5552,256,74292,1,256,256
32883205,9420,3963,256,74293,1,256,256
32883515,34914,8624,128,74294,1,128,128
32888438,1,356,32,74295,1,32,32
32888921,8727,9151,32,74296,1,32,32
32892634,0,59,256,74297,1,256,256
32893732,6441,58,256,74298,1,256,256
32903575,14879,6215,128,74299,1,128,128
32906738,62,9435,32,74300,1,32,32
32910599,2,7047,64,74301,1,64,64
32915641,4,3150,256,74302,1,256,256
32916171,45478,7339,32,74303,1,32,32
32916531,1912,81,128,74304,1,128,128
32918526,1,50,64,74305,1,64,64
32918579,1,43,32,74306,1,32,32
32918625,1,44,32,74307,1,32,32
32918672,1,343,128,74308,1,128,128
32919018,1,187,64,74309,1,64,64
32919208,1,222,32,74310,1,32,32
32919433,1,217,32,74311,1,32,32
32920189,2,337,32,74312,1,32,32
32920437,2,36,512,74313,1,512,512
32920536,2,385,512,74314,1,512,512
32920774,151,11587,512,74315,1,512,512
32920935,2,1007,256,74316,1,256,256
32921293,2,782,128,74317,1,128,128
32922114,3,1522,256,74318,1,256,256
32922500,1,2849,128,74319,1,128,128
32922604,8,3812,64,74320,1,64,64
32923847,3,371,32,74321,1,32,32
32923860,0,30,32,74322,1,32,32
32923944,3,9,32,74323,1,32,32
32924028,3,26,256,74324,1,256,256
32924035,23,6042,256,74325,1,256,256
32924086,8,13,32,74326,1,32,32
32924112,5989,1769,256,74327,1,256,256
32924149,7,3230,32,74328,1,32,32
32924439,7,45,128,74329,1,128,128
32924596,755,695,128,74330,1,128,128
32924661,10,667,128,74331,1,128,128
32924737,2,529,64,74332,1,64,64
32925206,155,7610,128,74333,1,128,128
32925449,4,15,32,74334,1,32,32
32925597,25,183,32,74335,1,32,32
32925919,20,189,32,74336,1,32,32
32926110,68,391,64,74337,1,64,64
32926568,3,18,128,74338,1,128,128
32927561,1,9163,128,74339,1,128,128
32927801,2,40,64,74340,1,64,64
32928620,2,4612,64,74341,1,64,64
32928696,1,524,64,74342,1,64,64
32928872,2,181,32,74343,1,32,32
32928958,1,30,128,74344,1,128,128
32929245,4,9341,128,74345,1,128,128
32929284,2,10,32,74346,1,32,32
32929317,2,10861,32,74347,1,32,32
32929371,7355,305,128,74348,1,128,128
32929407,2,10,32,74349,1,32,32
32929704,2,8,32,74350,1,32,32
32929828,2,7,32,74351,1,32,32
32930079,1,466,32,74352,1,32,32
32930130,1,64,32,74353,1,32,32
32930581,5,23,32,74354,1,32,32
32930796,1,75,32,74355,1,32,32
32931181,2,41,32,74356,1,32,32
32931465,1,529,64,74357,1,64,64
32931555,1,102,32,74358,1,32,32
32931762,109,8978,256,74359,1,256,256
32931805,5,46,32,74360,1,32,32
32932008,2,58,32,74361,1,32,32
32932090,1,191,128,74362,1,128,128
32932120,1,637,32,74363,1,32,32
32932157,1,248,64,74364,1,64,64
32932164,2,55,32,74365,1,32,32
32932299,1,1255,64,74366,1,64,64
32932344,170,3832,512,74367,1,512,512
32932393,2,106,32,74368,1,32,32
32932597,2,256,64,74369,1,64,64
32932891,2,659,64,74370,1,64,64
32933036,1,196,32,74371,1,32,32
32933198,3480,5427,128,74372,1,128,128
32933752,2,11,32,74373,1,32,32
32933881,2,7,32,74374,1,32,32
32934301,2,276,64,74375,1,64,64
32934706,1,273,64,74376,1,64,64
32934726,2,10,32,74377,1,32,32
32934748,26908,11725,128,74378,1,128,128
32934756,38627,11895,128,74379,1,128,128
32934916,2,7,32,74380,1,32,32
32935100,1,167,128,74381,1,128,128
32935133,4,9,32,74382,1,32,32
32935252,2,7,32,74383,1,32,32
32935500,2,7,32,74384,1,32,32
32935887,2,10,32,74385,1,32,32
32935922,1,5698,64,74386,1,64,64
32936123,2,7,32,74387,1,32,32
32936324,23,1594,512,74388,1,512,512
32936588,1,88,128,74389,1,128,128
32936997,35,242,128,74390,1,128,128
32937058,217,5815,128,74391,1,128,128
32937319,2,44,32,74392,1,32,32
32937463,2,3241,32,74393,1,32,32
32937639,1,60,128,74394,1,128,128
32937766,176,122,512,74395,1,512,512
32938186,2,252,512,74396,1,512,512
32938358,2,138,32,74397,1,32,32
32938448,2,3800,512,74398,1,512,512
32938851,2,4205,32,74399,1,32,32
32939593,2,1287,64,74400,1,64,64
32939892,2,14,32,74401,1,32,32
32939898,952,9213,256,74402,1,256,256
32940392,2,19,32,74403,1,32,32
32940408,2,4661,64,74404,1,64,64
32940433,2,57,32,74405,1,32,32
32940510,1,279,128,74406,1,128,128
32940965,1,513,128,74407,1,128,128
32941077,2,22,32,74408,1,32,32
32941432,1,452,64,74409,1,64,64
32941467,2,635,32,74410,1,32,32
32941643,1,2730,128,74411,1,128,128
32941829,3,605,64,74412,1,64,64
32942053,2,21,32,74413,1,32,32
32942095,11,7091,128,74414,1,128,128
32942178,73,4041,512,74415,1,512,512
32942261,851,837,128,74416,1,128,128
32943947,3,162,128,74417,1,128,128
32944075,38,59,128,74418,1,128,128
32944171,2,1818,128,74419,1,128,128
32944446,3,130,128,74420,1,128,128
32944567,14,1068,128,74421,1,128,128
32944817,833,3300,128,74422,1,128,128
32945120,2,232,64,74423,1,64,64
32945293,2,9,32,74424,1,32,32
32945786,1,20,32,74425,1,32,32
32945861,2,334,64,74426,1,64,64
32945879,2,9,32,74427,1,32,32
32945931,2,213,32,74428,1,32,32
32945987,1,9,32,74429,1,32,32
32946288,2,7,32,74430,1,32,32
32946301,1,44,512,74431,1,512,512
32946397,1,276,32,74432,1,32,32
32946720,2,7,32,74433,1,32,32
32946845,1,80,512,74434,1,512,512
32946925,2,233,32,74435,1,32,32
32946976,1,11254,512,74436,1,512,512
32947100,7140,9975,256,74437,1,256,256
32947255,10978,3405,512,74438,1,512,512
32947409,2655,4175,256,74439,1,256,256
32947632,2,8,32,74440,1,32,32
32947738,1460,887,128,74441,1,128,128
32947774,2,6,32,74442,1,32,32
32947918,2,6818,32,74443,1,32,32
32948110,2,3061,32,74444,1,32,32
32948219,1,6,32,74445,1,32,32
32948396,1,7,32,74446,1,32,32
32948437,923,668,128,74447,1,128,128
32948490,3,6,32,74448,1,32,32
32948922,2,12,32,74449,1,32,32
32949050,160,7817,64,74450,1,64,64
32949155,58,8,32,74451,1,32,32
32949158,65,2912,128,74452,1,128,128
32949378,1,5092,128,74453,1,128,128
32949480,2,6,32,74454,1,32,32
32949649,2,8,32,74455,1,32,32
32949853,6,15,32,74456,1,32,32
32950048,14168,9253,256,74457,1,256,256
32950061,14,9,32,74458,1,32,32
32950196,3,583,128,74459,1,128,128
32950310,1,8,32,74460,1,32,32
32950490,1,10,32,74461,1,32,32
32950597,2,8,32,74462,1,32,32
32950712,1,6,32,74463,1,32,32
32950823,6,6,32,74464,1,32,32
32950993,2,11,32,74465,1,32,32
32951233,2,8,32,74466,1,32,32
32951464,2,7,32,74467,1,32,32
32951773,2,6,32,74468,1,32,32
32952028,2,3911,64,74469,1,64,64
32952122,15,6007,128,74470,1,128,128
32952241,3,7,32,74471,1,32,32
32952380,4,235,32,74472,1,32,32
32952442,2,8,32,74473,1,32,32
32952450,2022,3324,128,74474,1,128,128
32952662,4,7,32,74475,1,32,32
32952676,2,224,32,74476,1,32,32
32953519,2,352,64,74477,1,64,64
32953941,2,807,64,74478,1,64,64
32954110,3,243,32,74479,1,32,32
32954530,2,8,32,74480,1,32,32
32954734,2,6,32,74481,1,32,32
32955177,2,9,32,74482,1,32,32
32955623,2,9,32,74483,1,32,32
32955763,1,6,32,74484,1,32,32
32956032,2,3535,64,74485,1,64,64
32956258,2,8,32,74486,1,32,32
32956376,3,6,32,74487,1,32,32
32956556,2,6,32,74488,1,32,32
32956779,1,6,32,74489,1,32,32
32957046,2,6,32,74490,1,32,32
32957697,1,9,32,74491,1,32,32
32957877,2,3307,128,74492,1,128,128
32957929,2,7,32,74493,1,32,32
32957941,26425,197453,512,74494,1,512,512
32958141,2,5,32,74495,1,32,32
32958872,23935,1558,512,74496,1,512,512
32960782,1,623,64,74497,1,64,64
32961495,1,158,128,74498,1,128,128
32961652,268246,21172,512,74499,1,512,512
32961664,0,60,32,74500,1,32,32
32961866,43003,3330,128,74501,1,128,128
32962135,42713,3996,64,74502,1,64,64
32963928,1,21170,64,74503,1,64,64
32965959,2,25,32,74504,1,32,32
32966908,2,24,32,74505,1,32,32
32967722,1,24,32,74506,1,32,32
32968941,48,7779,32,74507,1,32,32
32969210,1,36,32,74508,1,32,32
32970586,2,95,32,74509,1,32,32
32971252,1,36,32,74510,1,32,32
32973407,63,9177,256,74511,1,256,256
32974891,1,8,32,74512,1,32,32
32974996,2,5,32,74513,1,32,32
32975058,1,6,32,74514,1,32,32
32975254,1,7,32,74515,1,32,32
32975417,2,9,32,74516,1,32,32
32975605,1,6,32,74517,1,32,32
32976377,1,10,32,74518,1,32,32
32976564,2,6,32,74519,1,32,32
32976743,1,24,32,74520,1,32,32
32976746,23,9858,32,74521,1,32,32
32977392,1,27,32,74522,1,32,32
32979116,1,29,32,74523,1,32,32
32980304,2,24,32,74524,1,32,32
32982584,64,9286,256,74525,1,256,256
32982657,0,62,256,74526,1,256,256
32985492,9,29,32,74527,1,32,32
32986564,65,9848,32,74528,1,32,32
32990333,3,10217,128,74529,1,128,128
32991871,70,9420,256,74530,1,256,256
32996414,64,9578,32,74531,1,32,32
32996489,0,59,32,74532,1,32,32
33001299,63,1640,256,74533,1,256,256
33002598,2,23,32,74534,1,32,32
33002932,1926,73,128,74535,1,128,128
33004908,2,9376,256,74536,1,256,256
33004933,2,43,64,74537,1,64,64
33004980,1,45,32,74538,1,32,32
33005027,172588,75,32,74539,1,32,32
33005869,2,3536,64,74540,1,64,64
33006053,5,9640,32,74541,1,32,32
33009997,147820,2078,128,74542,1,128,128
33012037,2,9,32,74543,1,32,32
33012145,1,7,32,74544,1,32,32
33012265,1,6,32,74545,1,32,32
33012397,2,7,32,74546,1,32,32
33012587,2,3315,128,74547,1,128,128
33012833,1,8,32,74548,1,32,32
33012952,1,6,32,74549,1,32,32
33013135,1,6,32,74550,1,32,32
33013486,1,8,32,74551,1,32,32
33013916,2,8,32,74552,1,32,32
33014113,2,6,32,74553,1,32,32
33014225,63,1195,256,74554,1,256,256
33015453,31,2660,256,74555,1,256,256
33015635,64,9572,32,74556,1,32,32
33016213,3,3725,128,74557,1,128,128
33016330,2,442,128,74558,1,128,128
33017318,1,16,32,74559,1,32,32
33018559,1,17,32,74560,1,32,32
33018671,1,10,32,74561,1,32,32
33018819,1,7,32,74562,1,32,32
33018925,1,8,32,74563,1,32,32
33019048,1,432,128,74564,1,128,128
33019495,1,46,32,74565,1,32,32
33020198,5,4371,128,74566,1,128,128
33020309,1,10,32,74567,1,32,32
33020778,1,783,128,74568,1,128,128
33020887,27337,11929,128,74569,1,128,128
33021084,39070,12461,128,74570,1,128,128
33021367,1,16,32,74571,1,32,32
33021535,3,439,128,74572,1,128,128
33022164,1,11,32,74573,1,32,32
33022426,1,437,128,74574,1,128,128
33022692,1,15,32,74575,1,32,32
33022883,1,12,32,74576,1,32,32
33023038,1,11,32,74577,1,32,32
33023244,1,9,32,74578,1,32,32
33023324,1,15,32,74579,1,32,32
33023919,1,446,128,74580,1,128,128
33024906,2,3538,128,74581,1,128,128
33025231,41,9704,32,74582,1,32,32
33025504,1,447,128,74583,1,128,128
33026010,1,24,128,74584,1,128,128
33026034,2,10,32,74585,1,32,32
33026431,1,10,32,74586,1,32,32
33026568,1,8,32,74587,1,32,32
33026688,1,9,32,74588,1,32,32
33026791,1,17,32,74589,1,32,32
33026805,3,8,32,74590,1,32,32
33027621,2,15,32,74591,1,32,32
33027708,1,11,64,74592,1,64,64
33028432,1,112,128,74593,1,128,128
33028530,1,3444,128,74594,1,128,128
33028636,1,569,128,74595,1,128,128
33028864,1,25,32,74596,1,32,32
33029349,2,23,32,74597,1,32,32
33029376,2,208,64,74598,1,64,64
33029426,1,21,32,74599,1,32,32
33030177,2,156,64,74600,1,64,64
33030254,151567,9626,512,74601,1,512,512
33030348,1,127,32,74602,1,32,32
33030652,2,135,32,74603,1,32,32
33030857,1,147,32,74604,1,32,32
33031255,2,4449,64,74605,1,64,64
33032789,1,23,32,74606,1,32,32
33033224,1,19,32,74607,1,32,32
33034913,64,9684,32,74608,1,32,32
33034987,0,60,32,74609,1,32,32
33038284,2,5147,128,74610,1,128,128
33039009,3,531,256,74611,1,256,256
33039570,2,4825,128,74612,1,128,128
33039767,3,114,32,74613,1,32,32
33039829,2,9987,256,74614,1,256,256
33044333,2,3887,128,74615,1,128,128
33044598,64,9630,32,74616,1,32,32
33044672,0,59,32,74617,1,32,32
33045046,2,26,32,74618,1,32,32
33047132,1,15,32,74619,1,32,32
33047151,1,12,32,74620,1,32,32
33047180,1,17,32,74621,1,32,32
33048600,1,20,32,74622,1,32,32
33048726,1094,9037,256,74623,1,256,256
33050153,2,53,32,74624,1,32,32
33052420,38777,1277,128,74625,1,128,128
33052666,3,2076,64,74626,1,64,64
33053545,33922,284,256,74627,1,256,256
33054273,21,9840,32,74628,1,32,32
33054744,2,19132,64,74629,1,64,64
33054964,3894,9366,256,74630,1,256,256
33055540,1,83,32,74631,1,32,32
33056814,1,50,32,74632,1,32,32
33064070,65,14580,32,74633,1,32,32
33064292,3933,9960,256,74634,1,256,256
33066835,5782,15490,128,74635,1,128,128
33068162,10025,9278,256,74636,1,256,256
33072625,0,60,128,74637,1,128,128
33078652,64,15221,32,74638,1,32,32
33078785,0,121,32,74639,1,32,32
33087730,22,9218,256,74640,1,256,256
33089330,1885,123,128,74641,1,128,128
33091340,1,66,64,74642,1,64,64
33091408,2,55,32,74643,1,32,32
33093935,4,15382,32,74644,1,32,32
33094007,0,60,32,74645,1,32,32
33096908,63,9224,256,74646,1,256,256
33097709,1,1092,128,74647,1,128,128
33106133,63,5628,256,74648,1,256,256
33107751,2,5605,128,74649,1,128,128
33108298,1,282,128,74650,1,128,128
33108680,3,443,128,74651,1,128,128
33109258,65,10764,32,74652,1,32,32
33109342,2,1253,128,74653,1,128,128
33109343,0,150,32,74654,1,32,32
33111524,2,449,128,74655,1,128,128
33111598,2,357,128,74656,1,128,128
33111836,1,196,256,74657,1,256,256
33111891,22501,11792,128,74658,1,128,128
33111899,34287,11629,128,74659,1,128,128
33111983,1,1535,128,74660,1,128,128
33111985,1,96,128,74661,1,128,128
33112032,2,9499,256,74662,1,256,256
33112043,0,38,256,74663,1,256,256
33112096,1,452,128,74664,1,128,128
33112980,2,474,128,74665,1,128,128
33113498,3,3397,128,74666,1,128,128
33113525,1,5,128,74667,1,128,128
33113537,3,8274,128,74668,1,128,128
33115793,2,74,32,74669,1,32,32
33115814,1,80,32,74670,1,32,32
33116812,192268,1524,512,74671,1,512,512
33118021,2,82,32,74672,1,32,32
33118042,1,76,32,74673,1,32,32
33119108,1,52,32,74674,1,32,32
33119169,1,45,32,74675,1,32,32
33120024,64,1315,32,74676,1,32,32
33120125,10802,9978,256,74677,1,256,256
33120434,1,28,32,74678,1,32,32
33120445,1,24,32,74679,1,32,32
33121408,4,9440,32,74680,1,32,32
33121471,63,9392,256,74681,1,256,256
33122014,1,45,32,74682,1,32,32
33122023,3,43,32,74683,1,32,32
33127939,6475,19188,64,74684,1,64,64
33130368,23236,21236,64,74685,1,64,64
33130848,5,9771,32,74686,1,32,32
33130863,0,63,32,74687,1,32,32
33134390,13,22,32,74688,1,32,32
33134716,1,24,32,74689,1,32,32
33135811,5105,759,256,74690,1,256,256
33136666,1,67,32,74691,1,32,32
33136693,1,126,32,74692,1,32,32
33137317,1,734,32,74693,1,32,32
33138310,1,236,32,74694,1,32,32
33138553,1,307,32,74695,1,32,32
33139794,1,341,32,74696,1,32,32
33140562,64,9815,32,74697,1,32,32
33140636,0,59,32,74698,1,32,32
33142844,1,1937,32,74699,1,32,32
33146195,0,28,128,74700,1,128,128
33146223,2,1436,32,74701,1,32,32
33147749,2,1193,32,74702,1,32,32
33148991,1,734,32,74703,1,32,32
33149828,1,1723,32,74704,1,32,32
33150377,65,9442,32,74705,1,32,32
33150452,0,59,32,74706,1,32,32
33159571,346,11711,128,74707,1,128,128
33159864,25,9712,32,74708,1,32,32
33173326,2,9312,256,74709,1,256,256
33174507,2,509,32,74710,1,32,32
33175392,3,2215,128,74711,1,128,128
33175731,1890,38,128,74712,1,128,128
33177692,1,229,128,74713,1,128,128
33177923,2,205,64,74714,1,64,64
33178047,4593,9323,256,74715,1,256,256
33178131,2,238,32,74716,1,32,32
33178168,2,2022,32,74717,1,32,32
33178372,2,251,32,74718,1,32,32
33178418,2,3550,64,74719,1,64,64
33178681,1,14465,32,74720,1,32,32
33178955,1,428,128,74721,1,128,128
33179528,1,4492,128,74722,1,128,128
33181830,9619,9730,512,74723,1,512,512
33182794,1,3897,64,74724,1,64,64
33183494,1,7389,128,74725,1,128,128
33183799,1,1176,64,74726,1,64,64
33184064,7900,11237,256,74727,1,256,256
33185088,2,30,32,74728,1,32,32
33185196,2,273,32,74729,1,32,32
33185500,2,541,32,74730,1,32,32
33185817,4,3952,32,74731,1,32,32
33185916,1,1123,64,74732,1,64,64
33186526,2,4753,128,74733,1,128,128
33188010,1,284,64,74734,1,64,64
33188307,1,200,64,74735,1,64,64
33188489,2,33,32,74736,1,32,32
33188949,1,29,32,74737,1,32,32
33189071,1,9642,32,74738,1,32,32
33189789,1,21855,64,74739,1,64,64
33190284,30517,11880,128,74740,1,128,128
33190291,32071,11961,256,74741,1,256,256
33190350,2,2734,32,74742,1,32,32
33190545,3,38,32,74743,1,32,32
33190590,1,301,32,74744,1,32,32
33190735,3,12625,128,74745,1,128,128
33191460,9721,9601,512,74746,1,512,512
33191534,1,910,64,74747,1,64,64
33191565,3,24,32,74748,1,32,32
33191597,1,425,32,74749,1,32,32
33191902,11300,9723,256,74750,1,256,256
33192354,2,88,64,74751,1,64,64
33192566,1,33,64,74752,1,64,64
33192574,0,25,64,74753,1,64,64
33192642,3,21,64,74754,1,64,64
33192818,4,83,32,74755,1,32,32
33192912,1,811,64,74756,1,64,64
33192959,2,19,32,74757,1,32,32
33193007,19919,9435,256,74758,1,256,256
33193398,1,1447,64,74759,1,64,64
33194868,2,290,64,74760,1,64,64
33194950,3,254,32,74761,1,32,32
33194996,2,108,128,74762,1,128,128
33195201,2,46,128,74763,1,128,128
33195271,2,2846,128,74764,1,128,128
33195464,2,74,32,74765,1,32,32
33196190,2,29,32,74766,1,32,32
33196376,3,132,32,74767,1,32,32
33196844,2,4646,64,74768,1,64,64
33197410,2,26,32,74769,1,32,32
33197948,2,97,32,74770,1,32,32
33198086,34,3576,128,74771,1,128,128
33198122,2,34,32,74772,1,32,32
33198229,3,435,32,74773,1,32,32
33198914,1,12382,32,74774,1,32,32
33199639,2058,8184,128,74775,1,128,128
33199646,1,1419,32,74776,1,32,32
33199722,2,89,32,74777,1,32,32
33200184,2,2161,32,74778,1,32,32
33200746,5,107,32,74779,1,32,32
33201031,3,557,32,74780,1,32,32
33201191,9593,9582,512,74781,1,512,512
33201332,5,1113,128,74782,1,128,128
33201479,228,6902,64,74783,1,64,64
33201732,3,1332,32,74784,1,32,32
33201744,1,356,64,74785,1,64,64
33202361,11,290,32,74786,1,32,32
33202533,2,1602,128,74787,1,128,128
33202750,2,81,32,74788,1,32,32
33203199,13,33,32,74789,1,32,32
33203240,6,1540,32,74790,1,32,32
33203651,6,131,32,74791,1,32,32
33203936,3,150,32,74792,1,32,32
33204120,3,11708,64,74793,1,64,64
33204187,17739,9735,64,74794,1,64,64
33204638,2,10596,128,74795,1,128,128
33204879,29445,13429,256,74796,1,256,256
33205301,3,505,32,74797,1,32,32
33205384,2,1716,64,74798,1,64,64
33206088,5,140,32,74799,1,32,32
33206432,4,636,32,74800,1,32,32
33206772,2,1207,32,74801,1,32,32
33207376,4,93,32,74802,1,32,32
33207739,1,747,32,74803,1,32,32
33208246,2,1499,32,74804,1,32,32
33208600,2,5585,64,74805,1,64,64
33208617,4,1048,64,74806,1,64,64
33209319,3,3524,32,74807,1,32,32
33209759,2,2972,32,74808,1,32,32
33210107,1,8,128,74809,1,128,128
33210164,1,1595,128,74810,1,128,128
33210732,2,209,32,74811,1,32,32
33210794,9574,9528,512,74812,1,512,512
33210875,2,871,128,74813,1,128,128
33212555,1,480,64,74814,1,64,64
33212824,1,4243,128,74815,1,128,128
33212857,2,1058,32,74816,1,32,32
33212924,11,5393,32,74817,1,32,32
33212962,3,6026,32,74818,1,32,32
33213051,1,394,64,74819,1,64,64
33213122,0,60,64,74820,1,64,64
33213299,2,189,32,74821,1,32,32
33213571,34183,9474,256,74822,1,256,256
33213940,2,5169,32,74823,1,32,32
33214186,2,3953,64,74824,1,64,64
33214197,0,67,64,74825,1,64,64
33214989,2,244,32,74826,1,32,32
33215432,2,37,32,74827,1,32,32
33216670,2,160,32,74828,1,32,32
33217196,1,156,32,74829,1,32,32
33218076,2,3846,64,74830,1,64,64
33218374,2,116,32,74831,1,32,32
33220378,30696,9588,512,74832,1,512,512
33221862,42157,1801,64,74833,1,64,64
33222620,2,9,32,74834,1,32,32
33223302,1,37,32,74835,1,32,32
33223312,0,26,32,74836,1,32,32
33223345,2,356,32,74837,1,32,32
33223350,0,30,32,74838,1,32,32
33223928,3,10,32,74839,1,32,32
33224059,1,7,32,74840,1,32,32
33224112,1,90,32,74841,1,32,32
33224116,1,364,32,74842,1,32,32
33224703,1,9,32,74843,1,32,32
33224805,1,9,32,74844,1,32,32
33224943,1,7,32,74845,1,32,32
33225610,2,360,32,74846,1,32,32
33226163,2,90,32,74847,1,32,32
33226423,2,9,32,74848,1,32,32
33226866,1,168,32,74849,1,32,32
33226886,1,1528,32,74850,1,32,32
33228249,2,3103,32,74851,1,32,32
33228389,1,173,32,74852,1,32,32
33228987,1,2673,32,74853,1,32,32
33229528,1,164,32,74854,1,32,32
33229906,80700,21102,512,74855,1,512,512
33231487,1,174,32,74856,1,32,32
33231501,1,171,32,74857,1,32,32
33231676,1,63,32,74858,1,32,32
33231679,1,409,32,74859,1,32,32
33231868,1,9681,64,74860,1,64,64
33237740,2,91,32,74861,1,32,32
33238889,2,89,32,74862,1,32,32
33239332,3,11935,128,74863,1,128,128
33240520,1,77,32,74864,1,32,32
33240809,1,97,32,74865,1,32,32
33241487,64,10078,64,74866,1,64,64
33241750,1,104,32,74867,1,32,32
33243785,2,250,32,74868,1,32,32
33245026,1,121,32,74869,1,32,32
33245706,1,120,32,74870,1,32,32
33247111,2,29,32,74871,1,32,32
33247876,2,111,32,74872,1,32,32
33248323,2,25,32,74873,1,32,32
33249130,2,26,32,74874,1,32,32
33249499,2,25,32,74875,1,32,32
33249831,2,24,32,74876,1,32,32
33250187,3,40,32,74877,1,32,32
33251086,9582,9710,512,74878,1,512,512
33251566,64,9809,64,74879,1,64,64
33251641,0,59,64,74880,1,64,64
33257165,66,9316,256,74881,1,256,256
33260679,9701,2255,512,74882,1,512,512
33261374,47715,9634,64,74883,1,64,64
33262132,1927,3689,128,74884,1,128,128
33263790,2758,9788,256,74885,1,256,256
33265098,1,446,128,74886,1,128,128
33265621,1,5891,32,74887,1,32,32
33265852,1,4346,64,74888,1,64,64
33266301,3,3793,32,74889,1,32,32
33267749,3,56,64,74890,1,64,64
33267809,2,78,32,74891,1,32,32
33267890,3,52,32,74892,1,32,32
33267898,14,952,128,74893,1,128,128
33267948,2,275,128,74894,1,128,128
33268207,3,18456,64,74895,1,64,64
33268227,3,519,64,74896,1,64,64
33268306,3,2458,128,74897,1,128,128
33268447,1,1605,64,74898,1,64,64
33268525,2,9518,128,74899,1,128,128
33268751,6,551,32,74900,1,32,32
33268972,2,1534,128,74901,1,128,128
33269310,1,715,32,74902,1,32,32
33270105,2,746,32,74903,1,32,32
33270121,17488,21192,256,74904,1,256,256
33270143,30,993,32,74905,1,32,32
33270185,6,3953,64,74906,1,64,64
33270254,5,870,128,74907,1,128,128
33270390,2255,9804,512,74908,1,512,512
33270407,1,2419,32,74909,1,32,32
33270414,8,2404,32,74910,1,32,32
33270448,340,4601,128,74911,1,128,128
33270599,201,171,32,74912,1,32,32
33270943,2,2104,32,74913,1,32,32
33271448,6657,9502,256,74914,1,256,256
33271674,4,6171,32,74915,1,32,32
33272269,19,2283,128,74916,1,128,128
33272542,10,371,32,74917,1,32,32
33272718,9734,9459,512,74918,1,512,512
33273280,2,15,32,74919,1,32,32
33274107,15,3932,64,74920,1,64,64
33274922,2,14,32,74921,1,32,32
